,species_number,common_name,kingdom,family
8044,11616,Protozoan,Animalia,Microthoracidae
8045,11617,Peanut Worm Family,Animalia,Sipunculidae
8046,11618,Stonefly,Animalia,Pteronarcyidae
8047,11619,Stonefly Family,Animalia,Pteronarcyidae
8048,11625,Rush,Plantae,Juncaceae
8049,11629,Ricefield Waternymph,Plantae,Najadaceae
8050,11631,Andean Water Milfoil,Plantae,Haloragaceae
8051,11639,Calanoid Copepod,Animalia,Diaptomidae
8052,11641,Grouper,Animalia,Serranidae
8053,11643,Diatom,Chromista,Bacillariaceae
8054,11645,Oligochaete,Animalia,Naididae
8055,11652,Stonewart Order,Plantae,
8056,11656,Yellowishwhite Bladderwort,Plantae,Lentibulariaceae
8057,11660,Apache Trout,Animalia,Salmonidae
8058,11663,Quillwort,Plantae,Isoetaceae
8059,11666,Cut-Leaf Water-Milfoil,Plantae,Haloragaceae
8060,11670,Stonewart,Plantae,Characeae
8061,11671,Stonewort Family,Plantae,Characeae
8062,11672,Narrowleaf Burreed,Plantae,Sparganiaceae
8063,11679,Red Tide Phytoplankton,Chromista,Vacuolariaceae
8064,11680,Nematode,Animalia,Cephalobidae
8065,11681,Chrysophyte,Chromista,Pelagomonadaceae
8066,11682,Swordplant,Plantae,Alismataceae
8067,11683,Mudskipper,Animalia,Gobiidae
8068,11684,Freshwater Sponge,Animalia,Spongillidae
8069,11685,Sponge Family,Animalia,Spongillidae
8070,11686,Aquatic Plant,Plantae,Lythraceae
8071,11687,Oyster,Animalia,Ostreidae
8072,11689,Damsel Bug,Animalia,Nabidae
8073,11691,Common Shrew,Animalia,Soricidae
8074,11692,Shrew Family,Animalia,Soricidae
8075,11693,Insectivore Order,Animalia,
8076,11695,Brown Trout,Animalia,Salmonidae
8077,11696,Char,Animalia,Salmonidae
8078,11697,Greenland Cod,Animalia,Gadidae
8079,11699,Atlantic Wolf-Fish,Animalia,Anarhichadidae
8080,11700,Wolf-Fish Family,Animalia,Anarhichadidae
8081,11701,Arctic Flounder,Animalia,
8082,11702,Atlantic Navaga,Animalia,Gadidae
8083,11703,Fish Order,Animalia,
8084,11704,Banded Cichlid,Animalia,Cichlidae
8085,11708,Blue-Green Algae,Monera,Chroococcaceae
8086,11709,Kit Fox,Animalia,Canidae
8087,11710,Rodent Family,Animalia,Heteromyidae
8088,11711,Kangaroo Rat,Animalia,Heteromyidae
8089,11712,Mayfly,Animalia,Heptageniidae
8090,11715,Fly,Animalia,Syrphidae
8091,11718,Dinoflagellate,Chromista,Symbiodiniaceae
8092,11719,Dinoflagellate Family,Chromista,Symbiodiniaceae
8093,11720,Protozoan,Animalia,Actinosphaeridae
8094,11721,Stonefly,Animalia,Perlidae
8095,11722,California Ground Squirrel,Animalia,Sciuridae
8096,11723,Heerman's Kangaroo Rat,Animalia,Heteromyidae
8097,11725,Little Pocket Mouse,Animalia,Heteromyidae
8098,11726,Desert Woodrat,Animalia,Muridae
8099,11727,Western Harvest Mouse,Animalia,Muridae
8100,11728,Desert Cottontail,Animalia,Leporidae
8101,11729,Brewer's Blackbird,Animalia,Fringillidae
8102,11730,Scrub Jay,Animalia,Corvidae
8103,11731,Plain Titmouse,Animalia,Paridae
8104,11732,Titmouse Family,Animalia,Paridae
8105,11733,Frog,Animalia,Hylidae
8106,11734,Red Algae,Plantae,Gracilariaceae
8107,11735,Horse,Animalia,Equidae
8108,11737,Odd-Toed Ungulate Order,Animalia,
8109,11738,Horse Family,Animalia,Equidae
8110,11739,Chinese Rare Minnow,Animalia,Cyprinidae
8111,11740,Eucalyptus,Plantae,Myrtaceae
8112,11743,Rock Snail,Animalia,Muricidae
8113,11744,Stonefly,Animalia,Perlodidae
8114,11745,Water Boatman,Animalia,Corixidae
8115,11749,Mayfly,Animalia,Leptohyphidae
8116,11752,Gastropod Family,Animalia,Muricidae
8117,11753,Mayfly Family,Animalia,Leptohyphidae
8118,11755,Round-tailed Grunter Fish,Animalia,Teraponidae
8119,11758,Sea Anemone Family,Animalia,Aiptasiidae
8120,11759,Sea Anemone,Animalia,Aiptasiidae
8121,11760,Brown Goby,Animalia,Gobiidae
8122,11761,Brown Algae,Chromista,Ectocarpaceae
8123,11762,Fungi,Fungi,Hypocreaceae
8124,11763,Fungi,Fungi,Trichocomaceae
8125,11764,Redfinned Bully,Animalia,Eleotridae
8126,11765,Common Bully,Animalia,Eleotridae
8127,11766,Banded Kokopu,Animalia,Galaxiidae
8128,11767,Shortfin Eel,Animalia,Anguillidae
8129,11768,Common Smelt,Animalia,Retropinnidae
8130,11769,Smelt Family,Animalia,Retropinnidae
8131,11770,Fish Order,Animalia,
8132,11771,Shortnose Sucker,Animalia,Catostomidae
8133,11772,Lost River Sucker,Animalia,Catostomidae
8134,11773,Coral,Animalia,Poritidae
8135,11774,Slender Tree Frog,Animalia,Hylidae
8136,11775,Say Mud Crab,Animalia,Xanthidae
8137,11776,Crab Family,Animalia,Xanthidae
8138,11777,New Zealand Longfin Eel,Animalia,Anguillidae
8139,11778,Termite,Animalia,Rhinotermitidae
8140,11779,White Shrimp,Animalia,Penaeidae
8141,11780,Lambari,Animalia,Characidae
8142,11781,Snail,Animalia,Physidae
8143,11782,House Sparrow,Animalia,Passeridae
8144,11783,Greenback Cutthroat Trout,Animalia,Salmonidae
8145,11784,Leon Springs Pupfish,Animalia,Cyprinodontidae
8146,11785,Silverside,Animalia,Atherinidae
8147,11787,Rainbow Fish Order,Animalia,
8148,11788,Hybrid Strawberry,Plantae,Rosaceae
8149,11789,Gekielte Plate Snail,Animalia,Planorbidae
8150,11790,Spanish Ibex,Animalia,Bovidae
8151,11791,Cladoceran,Animalia,Macrothricidae
8152,11792,Springbok,Animalia,Bovidae
8153,11794,Phantom Cranefly,Animalia,Ptychopteridae
8154,11795,False Crane Fly Family,Animalia,Ptychopteridae
8155,11796,Cranefly,Animalia,Tipulidae
8156,11797,Caddisfly,Animalia,Limnephilidae
8157,11798,Algae,Plantae,Characiaceae
8158,11799,Algae Family,Plantae,Characiaceae
8159,11800,Green Algae,Plantae,Zygnemataceae
8160,11801,Diatom,Chromista,Fragilariaceae
8161,11802,Diatom,Chromista,Stephanodiscaceae
8162,11803,Green Algae,Plantae,Scenedesmaceae
8163,11804,Algae Family,Plantae,Coelastraceae
8164,11805,Pacu,Animalia,Characidae
8165,11806,Back-Swimming Congo Catfish,Animalia,Mochokidae
8166,11807,Caddisfly,Animalia,Limnephilidae
8167,11808,Caddisfly,Animalia,Limnephilidae
8168,11809,Marsh Beetle,Animalia,Helodidae
8169,11810,Cryptomonad,Plantae,Cryptomonadaceae
8170,11811,Phytoplankton,Plantae,Codonosigaceae
8171,11812,Algae Family,Plantae,Codonosigaceae
8172,11813,Craspedophyceae Order,Plantae,
8173,11814,Craspedophyte Class,Plantae,
8174,11815,Craspedophyte Division,Plantae,
8175,11816,Pollack,Animalia,Gadidae
8176,11817,Long-Spined Bullhead,Animalia,Cottidae
8177,11818,Scorpion Fish Order,Animalia,
8178,11819,Protozoan,Animalia,Pleuronematidae
8179,11820,Protozoan Family,Animalia,Pleuronematidae
8180,11821,Sea Squirt,Animalia,Styelidae
8181,11822,Sea Squirt Family,Animalia,Styelidae
8182,11823,Ascidiacea Suborder,Animalia,
8183,11824,Fungi,Fungi,Sclerotiniaceae
8184,11825,Fungi Family,Fungi,Sclerotiniaceae
8185,11826,Fungi Order,Fungi,
8186,11827,Fungi Class,Fungi,
8187,11828,Ascomycetes,Fungi,
8188,11829,Fungi,Fungi,Glomerellaceae
8189,11830,Protozoa,Animalia,Loxodidae
8190,11831,Protozoan Family,Animalia,Loxodidae
8191,11832,Diatom,Chromista,Naviculaceae
8192,11833,Diatom,Chromista,Triceratiaceae
8193,11835,Flagellated Protozoa,Animalia,Bodinidae
8194,11836,Protozoan Family,Animalia,Bodinidae
8195,11837,Protozoan Order,Animalia,
8196,11838,Protozoan Class,Animalia,
8197,11839,Protozoan Phylum,Animalia,
8198,11840,Protozoa,Animalia,Euplotidae
8199,11841,Protozoan Family,Animalia,Euplotidae
8200,11842,Protozoa,Animalia,Glaucomidae
8201,11843,Protozoan Family,Animalia,Glaucomidae
8202,11844,Protozoa,Animalia,Holostichidae
8203,11845,Protozoan Family,Animalia,Holostichidae
8204,11847,Mealybug Family,Animalia,Pseudococcidae
8205,11849,Limpet Family,Animalia,Ancylidae
8206,11850,Protozoa,Animalia,Oxytrichidae
8207,11851,Protozoan Family,Animalia,Oxytrichidae
8208,11852,Mollusc Family,Animalia,Semelidae
8209,11853,Amoeba Family,Animalia,Acanthamoebidae
8210,11854,Amoeba Order,Animalia,
8211,11855,Crustacean Class,Animalia,
8212,11856,Diatom Family,Chromista,Achnanthaceae
8213,11857,Paddlefish. Sturgeon Order,Animalia,
8214,11858,Gastropod Family,Animalia,Lottiidae
8215,11859,Gastropod Order,Animalia,
8216,11861,Branchipod Order,Animalia,
8217,11862,Green Algae Family,Plantae,Acrosiphoniaceae
8218,11863,Green Algae Order,Plantae,
8219,11864,Protozoan Family,Animalia,Actinophyridae
8220,11865,Protozoan Order,Animalia,
8221,11866,Protozoan Class,Animalia,
8222,11867,Protozoan Family,Animalia,Actinosphaeridae
8223,11868,Rotifer Family,Animalia,Adinetidae
8224,11869,Rotifer Order,Animalia,
8225,11870,Rotifer Class,Animalia,
8226,11871,Daphnid Family,Animalia,Daphniidae
8227,11872,Decapod Family,Animalia,Crangonidae
8228,11873,Ostracod Family,Animalia,Cypridopsidae
8229,11874,Caddisfly Family,Animalia,Brachycentridae
8230,11875,Decapod Family,Animalia,Pandalidae
8231,11876,Polychaete Family,Animalia,Glyceridae
8232,11877,Starfish Family,Animalia,Asteriidae
8233,11878,Starfish Order,Animalia,
8234,11879,Rotifer Family,Animalia,Brachionidae
8235,11880,Brine Shrimp Family,Animalia,Branchinectidae
8236,11881,Fairy Shrimp Family,Animalia,Thamnocephalidae
8237,11882,Calanoid Copepod Family,Animalia,Calanidae
8238,11883,Rock Crab Family,Animalia,Cancridae
8239,11884,Green Algae Family,Plantae,Chlamydomonadaceae
8240,11885,Green Algae Family,Plantae,Chlorococcaceae
8241,11886,Crab Family,Animalia,Diogenidae
8242,11887,Clam Family,Animalia,Corbiculidae
8243,11888,Amphipod Family,Animalia,Crangonyctidae
8244,11889,Green Algae Family,Plantae,Dunaliellaceae
8245,11890,Mollusc Family,Animalia,Littorinidae
8246,11892,Copepod Family,Animalia,Harpacticidae
8247,11893,Bear Family,Animalia,Ursidae
8248,11894,Polychaete Family,Animalia,Arenicolidae
8249,11895,Polychaete Order,Animalia,
8250,11896,Lamprey Family,Animalia,Petromyzontidae
8251,11897,Lamprey Order,Animalia,
8252,11898,Jawless Fish Class,Animalia,
8253,11899,Stonefly Family,Animalia,Taeniopterygidae
8254,11900,Rotifer Family,Animalia,Philodinidae
8255,11901,Branchiopod Family,Animalia,Lynceidae
8256,11902,Mite Family,Animalia,Limnesiidae
8257,11903,Mite/Tick/Chigger Order,Animalia,
8258,11904,Mite Family,Animalia,Hygrobatidae
8259,11905,Mite Family,Animalia,Hydrachnidae
8260,11906,Dinoflagellate Family,Chromista,Gonyaulacaceae
8261,11907,Copepod Family,Animalia,Ameiridae
8262,11908,Mite Family,Animalia,Eylaidae
8263,11909,Decapod Family,Animalia,Hippolytidae
8264,11910,Copepod Family,Animalia,Canthocamptidae
8265,11911,Golden-Brown Algae Family,Chromista,Synuraceae
8266,11912,Diatom Family,Chromista,Skeletonemaceae
8267,11913,Mite Family,Animalia,Pionidae
8268,11914,Mite Family,Animalia,Hydryphantidae
8269,11915,Mite Family,Animalia,Limnocharidae
8270,11916,Mite Family,Animalia,Mideopsidae
8271,11917,Mite Family,Animalia,Arrenuridae
8272,11920,Zebra Finch,Animalia,Passeridae
8273,11921,Gammarid Amphipod,Animalia,Gammaridae
8274,11922,Gammarid Amphipod,Animalia,Ampeliscidae
8275,11923,Amphipod Family,Animalia,Ampeliscidae
8276,11924,Stony Coral,Animalia,Acroporidae
8277,11925,Green Algae,Plantae,Oocystaceae
8278,11926,Planarian,Animalia,Planariidae
8279,11927,Snail,Animalia,Bithyniidae
8280,11928,Water Mold,Chromista,Leptolegniaceae
8281,11929,Piranaha,Animalia,Curimatidae
8282,11930,Aquatic Macrophyte,Plantae,Hydrocharitaceae
8283,11931,Snail,Animalia,Bullinidae
8284,11932,Gastropod Family,Animalia,Bullinidae
8285,11933,Gastropod Order,Animalia,
8286,11934,Snail,Animalia,Pomatiopsidae
8287,11935,Gastropod Family,Animalia,Pomatiopsidae
8288,11936,Gastropod Order,Animalia,
8289,11937,Shining Ram'S-Horn Snail,Animalia,Planorbidae
8290,11938,Ephedra Family,Plantae,Ephedraceae
8291,11939,Gnetopsida Order,Plantae,
8292,11940,Gnetophyte Class,Plantae,
8293,11941,Gnetophyte Division,Plantae,
8294,11942,Spiny-Gilled Mayfly,Animalia,Oligoneuriidae
8295,11943,Blue-Green Algae,Monera,Oscillatoriaceae
8296,11944,Blue-Green Algae,Monera,Chroococcaceae
8297,11945,Blue-Green Algae,Monera,Chroococcaceae
8298,11947,Crab,Animalia,Grapsidae
8299,11949,Sponge,Animalia,Spongillidae
8300,11950,Stonewort,Plantae,Characeae
8301,11952,Stonewort,Plantae,Characeae
8302,11953,Five-Stamen Tamarisk,Plantae,Tamaricaceae
8303,11957,Stonewart Class,Plantae,
8304,11958,Stonewart Division,Plantae,
8305,11959,Wild Rice,Plantae,Poaceae
8306,11960,Lark Family,Animalia,Alaudidae
8307,11964,Blue-Green Algae Family,Monera,Entophysalidaceae
8308,11966,Blue-Green Algae Family,Monera,Pleurocapsaceae
8309,11967,Blue-Green Algae Order,Monera,
8310,11970,Blue-Green Algae Family,Monera,Mastigocladaceae
8311,11971,Copepod Family,Animalia,Centropagidae
8312,11973,Sea Cucumber Family,Animalia,Holothuriidae
8313,11974,Forest Shrew,Animalia,Soricidae
8314,11975,Fruit Fly,Animalia,Drosophilidae
8315,11976,Fruit Fly Family,Animalia,Drosophilidae
8316,11978,Gastropod,Animalia,Physidae
8317,11988,Northern Two-Lined Salamander,Animalia,Plethodontidae
8318,11993,Green Algae Family,Plantae,Volvocaceae
8319,12009,Dobson Fly Family,Animalia,Corydalidae
8320,12010,Marshfly Family,Animalia,Sciomyzidae
8321,12011,Green Algae Family,Plantae,Caulerpaceae
8322,12012,Green Algae Order,Plantae,
8323,12013,Caddisfly Family,Animalia,Glossosomatidae
8324,12014,Mayfly Family,Animalia,Ameletidae
8325,12015,Amoeba Family,Animalia,Amoebidae
8326,12016,Ascidian Family,Animalia,Ascidiidae
8327,12017,Ascidian Suborder,Animalia,
8328,12021,Haptophyte Division,Chromista,
8329,12022,Protozoan Class,Animalia,
8330,12023,Bowfin Order,Animalia,
8331,12024,Trout-Perches Order,Animalia,
8332,12026,Filefish/Puffer Order,Animalia,
8333,12027,Toadfish Order,Animalia,
8334,12028,Needlefish Order,Animalia,
8335,12029,Copepod Order,Animalia,
8336,12030,Ground Shark Order,Animalia,
8337,12031,Cartilaginous Fishes Class,Animalia,
8338,12032,Milkfish Order,Animalia,
8339,12033,Anchovy/Herring Order,Animalia,
8340,12034,Ray/Skate Order,Animalia,
8341,12035,Knifefish Order,Animalia,
8342,12036,Leech Order,Animalia,
8343,12037,Pike/Mudminnow Order,Animalia,
8344,12038,Millipede Order,Animalia,
8345,12039,Bonytongues Order,Animalia,
8346,12040,Lanternfish/Squirrelfish Order,Animalia,
8347,12041,Gar Order,Animalia,
8348,12042,Centipede Order,Animalia,
8349,12043,Anglerfish Order,Animalia,
8350,12044,Swamp Eel Order,Animalia,
8351,12045,Nematode Order,Animalia,
8352,12046,Cusk Eel Order,Animalia,
8353,12047,Millipede Order,Animalia,
8354,12048,Shark/Skate/Ray Order,Animalia,
8355,12049,Carpet Shark Order,Animalia,
8356,12050,Tick/Chigger/Mite Order,Animalia,
8357,12051,Monocot Order,Plantae,
8358,12052,Ghost Shrimp Family,Animalia,Callianassidae
8359,12054,Diatom Family,Chromista,Phaeodactylaceae
8360,12055,Diatom Family,Chromista,Bellerocheaceae
8361,12056,Diatom Order,Chromista,
8362,12057,Mite Family,Animalia,Hydrodromidae
8363,12058,Clawed Lobster Family,Animalia,Nephropidae
8364,12059,Clam Family,Animalia,Myidae
8365,12060,Cephalopod Family,Animalia,Loliginidae
8366,12061,Cephalopod Order,Animalia,
8367,12062,Isopod Family,Animalia,Chaetiliidae
8368,12063,Hydrozoa Family,Animalia,Hydridae
8369,12064,Hydrozoa Order,Animalia,
8370,12065,Crustacean Family,Animalia,Argulidae
8371,12066,Crustacean Order,Animalia,
8372,12067,Gastropod Family,Animalia,Potamididae
8373,12068,Polychaete Family,Animalia,Nerillidae
8374,12069,Ciliate Family,Animalia,Parameciidae
8375,12070,Copepod Family,Animalia,Metridinidae
8376,12071,Sea Gooseberry Family,Animalia,Pleurobrachiidae
8377,12072,Comb Jelly Order,Animalia,
8378,12073,Comb Jelly Class,Animalia,
8379,12074,Comb Jelly Phylum,Animalia,
8380,12075,Medusa Family,Animalia,Campanulariidae
8381,12076,Chiton Family,Animalia,Ischnochitonidae
8382,12077,Chiton Order,Animalia,
8383,12078,Chiton Class,Animalia,
8384,12079,Freshwater Bryozoan Family,Animalia,Plumatellidae
8385,12080,Freshwater Bryozoan Order,Animalia,
8386,12081,Freshwater Bryozoan Class,Animalia,
8387,12082,Bryozoan Phylum,Animalia,
8388,12083,Freshwater Bryozoan Family,Animalia,Lophopodidae
8389,12084,Brine Shrimp Family,Animalia,Streptocephalidae
8390,12085,Diatom Family,Chromista,Leptocylindraceae
8391,12086,Diatom Order,Chromista,
8392,12087,Oligochaete Family,Animalia,Lumbriculidae
8393,12088,Oligochaete Order,Animalia,
8394,12089,Snail-Case Caddisfly Family,Animalia,Helicopsychidae
8395,12090,Diptera Family,Animalia,Athericidae
8396,12091,Yellow-Green Algae Family,Plantae,Heterochloridaceae
8397,12092,Yellow-Green Algae Order,Plantae,
8398,12093,Yellow-Green Algae Class,Plantae,
8399,12094,Cladoceran Family,Animalia,Polyphemidae
8400,12095,Cladoceran Family,Animalia,Cercopagididae
8401,12096,Diatom Family,Chromista,Lithodesmiaceae
8402,12097,Diatom Order,Chromista,
8403,12098,Gastropod Family,Animalia,Trochidae
8404,12099,Gastropod Order,Animalia,
8405,12100,Mayfly Family,Animalia,Isonychiidae
8406,12102,Copepod Family,Animalia,Paracalanidae
8407,12104,Dinoflagellate Family,Chromista,Prorocentraceae
8408,12105,Dinoflagellate Order,Chromista,
8409,12107,Nematode Family,Animalia,Chromadoridae
8410,12108,Nematode Order,Animalia,
8411,12109,Trumpet-Net Caddisflies,Animalia,Psychomyiidae
8412,12111,Copepod Family,Animalia,Tortanidae
8413,12112,Spider Crab Family,Animalia,Majidae
8414,12113,Copepod Family,Animalia,Pseudodiaptomidae
8415,12114,Bivalve Family,Animalia,Pharidae
8416,12115,Gastropod Family,Animalia,Naticidae
8417,12116,Caddisfly Family,Animalia,Uenoidae
8418,12119,Long-Toe Water Beetle Family,Animalia,Dryopidae
8419,12120,Water-Penny Beetle Family,Animalia,Psephenidae
8420,12122,Forams Family,Animalia,Soritidae
8421,12123,Green Algae Family,Plantae,Codiaceae
8422,12124,Ascidian Family,Animalia,Didemnidae
8423,12125,Ascidian Suborder,Animalia,
8424,12126,Ascidian Family,Animalia,Pyuridae
8425,12127,Ascidian Family,Animalia,Clavelinidae
8426,12129,Polychaete Family,Animalia,Pectinariidae
8427,12130,Polychaete Family,Animalia,Oweniidae
8428,12133,Echinoderm Family,Animalia,Echinidae
8429,12134,Paddlefish Family,Animalia,Polyodontidae
8430,12135,Bryozoan Family,Animalia,Pectinatellidae
8431,12136,Polychaete Family,Animalia,Capitellidae
8432,12137,Polychaete Order,Animalia,
8433,12138,Euglenoid Family,Plantae,Sphenomonaceae
8434,12139,Euglenoid Order,Plantae,
8435,12140,Copepod Family,Animalia,Laophontidae
8436,12141,Caddisfly Family,Animalia,Stenopsychidae
8437,12142,Planarian Family,Animalia,Macrostomidae
8438,12143,Planarian Order,Animalia,
8439,12144,Planarian Family,Animalia,Monocelididae
8440,12145,Planarian Family,Animalia,Protomonotresidae
8441,12146,Planarian Order,Animalia,
8442,12147,Bivalve Family,Animalia,Arcticidae
8443,12148,Nematode Family,Animalia,Desmodoridae
8444,12149,Sponge Family,Animalia,Geodiidae
8445,12150,Sponge Order,Animalia,
8446,12151,Polychaete Family,Animalia,Ctenodrilidae
8447,12152,Gastropod Family,Animalia,Ellobiidae
8448,12153,Gastropod Order,Animalia,
8449,12154,Diatom Family,Chromista,Anaulaceae
8450,12155,Diatom Order,Chromista,
8451,12156,Swallow Family,Animalia,Hirundinidae
8452,12157,Brown Algae Family,Chromista,Chordaceae
8453,12158,Red Algae Family,Plantae,Gigartinaceae
8454,12159,Red Algae Family,Plantae,Rhodymeniaceae
8455,12160,Red Algae Order,Plantae,
8456,12162,Nematode Family,Animalia,Linhomoeidae
8457,12163,Gastropod Family,Animalia,Haliotididae
8458,12164,Nematode Family,Animalia,Oncholaimidae
8459,12165,Nudibranch Family,Animalia,Eubranchidae
8460,12166,Nudibranch Order,Animalia,
8461,12167,Red Algae Family,Plantae,Bangiaceae
8462,12168,Red Algae Order,Plantae,
8463,12169,Planarian Family,Animalia,Catenulidae
8464,12170,Planarian Order,Animalia,
8465,12171, American Soles,Animalia,Achiridae
8466,12172,Ricefishes,Animalia,Adrianichthyidae
8467,12173,Stony Coral Family,Animalia,Agariciidae
8468,12174,Sea Slug Family,Animalia,Aglajidae
8469,12175,Terebellid Bristle Worm Family,Animalia,Ampharetidae
8470,12176,Fireworm Family,Animalia,Amphinomidae
8471,12177,Brittle Star Family,Animalia,Amphiuridae
8472,12178,Saltwater Clam Family,Animalia,Anomiidae
8473,12179,Gammarid Amphipod Family,Animalia,Aoridae
8474,12180,Large Sea Slug Family,Animalia,Aplysiidae
8475,12181,Barnacle Family,Animalia,Archaeobalanidae
8476,12182,Footman Moths,Animalia,Arctiidae
8477,12183,Sea Star Family,Animalia,Asterinidae
8478,12184,Stony Coral Family,Animalia,Astrocoeniidae
8479,12185,Nematode Family,Animalia,Axonolaimidae
8480,12186,Wood Cockroaches,Animalia,Blattellidae
8481,12187,Oriental Cockroaches,Animalia,Blattidae
8482,12188,Waxwings,Animalia,Bombycillidae
8483,12189,Hornbill Family,Animalia,Bucerotidae
8484,12190,Large Hermaphrodite Sea Snail Family,Animalia,Bullidae
8485,12191,Slipper Snail Family,Animalia,Calyptraeidae
8486,12192,Nightjars,Animalia,Caprimulgidae
8487,12196,Creepers,Animalia,Certhiidae
8488,12197,Gastrotrich Family,Animalia,Chaetonotidae
8489,12198,Asiatic Glassfishes,Animalia,Chandidae
8490,12199,Amphipod Family,Animalia,Cheluridae
8491,12200,Protozoan Family,Animalia,Chilododontidae
8492,12201,Sea Squirt Family,Animalia,Cionidae
8493,12202,Marine Polychaete Worm Family,Animalia,Cirratulidae
8494,12203,Hydroid Family,Animalia,Clavidae
8495,12204,American Cuckoo Family,Animalia,Coccyzidae
8496,12205,Caddisfly Family,Animalia,Conoesucidae
8497,12206,Small Saltwater Clam Family,Animalia,Corbulidae
8498,12207,Isopod Family,Animalia,Cymothoidae
